station,year,month,day,hour,date,rain,temp,rhum,msl,wdsp,wddir
MACE HEAD,2017,8,14,9,2017-08-14T09:00:00Z,0,14.5,89,1009.2,14,290
MACE HEAD,2017,8,14,10,2017-08-14T10:00:00Z,0,14.9,84,1009.7,11,290
MACE HEAD,2017,8,14,11,2017-08-14T11:00:00Z,0,15.8,82,1009.7,11,280
MACE HEAD,2017,8,14,12,2017-08-14T12:00:00Z,0,15.4,77,1010,10,260
MACE HEAD,2017,8,14,13,2017-08-14T13:00:00Z,0,15.8,70,1010,10,260
MACE HEAD,2017,8,14,14,2017-08-14T14:00:00Z,0,15.3,72,1010.1,7,250
MACE HEAD,2017,8,14,15,2017-08-14T15:00:00Z,0,15.9,72,1009.8,8,240
MACE HEAD,2017,8,14,16,2017-08-14T16:00:00Z,0,15.3,76,1009.8,9,240
MACE HEAD,2017,8,14,17,2017-08-14T17:00:00Z,0,15.3,77,1009.7,9,240
MACE HEAD,2017,8,14,18,2017-08-14T18:00:00Z,0,14.4,86,1009.6,8,220
MACE HEAD,2017,8,14,19,2017-08-14T19:00:00Z,0,15,84,1009.4,9,230
MACE HEAD,2017,8,14,20,2017-08-14T20:00:00Z,0,14.8,81,1009.6,14,250
MACE HEAD,2017,8,14,21,2017-08-14T21:00:00Z,0,14.6,81,1010.1,14,260
MACE HEAD,2017,8,14,22,2017-08-14T22:00:00Z,0,14.3,82,1010.3,14,260
MACE HEAD,2017,8,14,23,2017-08-14T23:00:00Z,0,14.1,80,1010.3,15,260
MACE HEAD,2017,8,15,0,2017-08-15T00:00:00Z,0,14,80,1010.4,15,260
MACE HEAD,2017,8,15,1,2017-08-15T01:00:00Z,0,14.1,79,1010.4,14,260
MACE HEAD,2017,8,15,2,2017-08-15T02:00:00Z,0,13.7,85,1010.4,12,270
MACE HEAD,2017,8,15,3,2017-08-15T03:00:00Z,0.2,13.3,88,1010.4,12,250
MACE HEAD,2017,8,15,4,2017-08-15T04:00:00Z,0,14,85,1010.4,14,260
MACE HEAD,2017,8,15,5,2017-08-15T05:00:00Z,0,14.1,84,1010.7,15,260
MACE HEAD,2017,8,15,6,2017-08-15T06:00:00Z,0,13.9,80,1011.3,16,270
MACE HEAD,2017,8,15,7,2017-08-15T07:00:00Z,0,13.8,81,1011.8,17,270
MACE HEAD,2017,8,15,8,2017-08-15T08:00:00Z,0,14.2,83,1012.4,15,250
MACE HEAD,2017,8,15,9,2017-08-15T09:00:00Z,0,14.1,82,1012.8,15,250
MACE HEAD,2017,8,15,10,2017-08-15T10:00:00Z,0,15.5,75,1013.4,16,260
MACE HEAD,2017,8,15,11,2017-08-15T11:00:00Z,0,15.9,70,1013.8,15,260
MACE HEAD,2017,8,15,12,2017-08-15T12:00:00Z,0,15.7,71,1014,14,250
MACE HEAD,2017,8,15,13,2017-08-15T13:00:00Z,0,16.5,72,1014.4,14,250
MACE HEAD,2017,8,15,14,2017-08-15T14:00:00Z,0,16.7,71,1014.6,14,250
MACE HEAD,2017,8,15,15,2017-08-15T15:00:00Z,0,16.8,71,1014.8,13,240
MACE HEAD,2017,8,15,16,2017-08-15T16:00:00Z,0,16.6,71,1014.9,12,240
MACE HEAD,2017,8,15,17,2017-08-15T17:00:00Z,0,15.8,71,1014.7,11,230
MACE HEAD,2017,8,15,18,2017-08-15T18:00:00Z,0,15.3,75,1014.6,12,220
MACE HEAD,2017,8,15,19,2017-08-15T19:00:00Z,0,14.7,74,1014.5,13,210
MACE HEAD,2017,8,15,20,2017-08-15T20:00:00Z,0,14.5,75,1014.3,13,210
MACE HEAD,2017,8,15,21,2017-08-15T21:00:00Z,0,14.4,78,1014.1,14,200
MACE HEAD,2017,8,15,22,2017-08-15T22:00:00Z,0,14.6,80,1013.6,15,190
MACE HEAD,2017,8,15,23,2017-08-15T23:00:00Z,0,14.9,77,1012.7,17,180
MACE HEAD,2017,8,16,0,2017-08-16T00:00:00Z,0,14.7,78,1011.9,18,170
MACE HEAD,2017,8,16,1,2017-08-16T01:00:00Z,0,14.1,83,1011,18,160
MACE HEAD,2017,8,16,2,2017-08-16T02:00:00Z,0.2,13.8,86,1009.7,18,150
MACE HEAD,2017,8,16,3,2017-08-16T03:00:00Z,0.2,13.7,89,1008.2,20,140
MACE HEAD,2017,8,16,4,2017-08-16T04:00:00Z,1,13.6,92,1007,22,150
MACE HEAD,2017,8,16,5,2017-08-16T05:00:00Z,3.3,13.7,94,1006,23,160
MACE HEAD,2017,8,16,6,2017-08-16T06:00:00Z,0.9,14.2,95,1005.7,23,160
MACE HEAD,2017,8,16,7,2017-08-16T07:00:00Z,0.5,14.6,95,1005.4,22,170
MACE HEAD,2017,8,16,8,2017-08-16T08:00:00Z,0.7,14.9,96,1005.3,24,170
MACE HEAD,2017,8,16,9,2017-08-16T09:00:00Z,0.3,15.2,96,1005.2,23,170
MACE HEAD,2017,8,16,10,2017-08-16T10:00:00Z,0.5,15.6,97,1005.1,20,170
MACE HEAD,2017,8,16,11,2017-08-16T11:00:00Z,0.1,16,97,1004.7,20,190
MACE HEAD,2017,8,16,12,2017-08-16T12:00:00Z,0,16.4,96,1004.7,21,210
MACE HEAD,2017,8,16,13,2017-08-16T13:00:00Z,0,16.6,95,1004.6,19,210
MACE HEAD,2017,8,16,14,2017-08-16T14:00:00Z,0.1,16.2,95,1004.8,21,210
MACE HEAD,2017,8,16,15,2017-08-16T15:00:00Z,0.2,16.4,96,1004.7,19,210
MACE HEAD,2017,8,16,16,2017-08-16T16:00:00Z,0,16.3,93,1005,18,220
MACE HEAD,2017,8,16,17,2017-08-16T17:00:00Z,0,16.4,86,1005.1,18,230
MACE HEAD,2017,8,16,18,2017-08-16T18:00:00Z,0,16.4,86,1005.4,17,230
MACE HEAD,2017,8,16,19,2017-08-16T19:00:00Z,0,15.7,86,1005.5,16,230
MACE HEAD,2017,8,16,20,2017-08-16T20:00:00Z,0,15.2,88,1005.6,15,220
MACE HEAD,2017,8,16,21,2017-08-16T21:00:00Z,0,15,89,1005.6,16,220
MACE HEAD,2017,8,16,22,2017-08-16T22:00:00Z,0,14.9,90,1005.3,16,220
MACE HEAD,2017,8,16,23,2017-08-16T23:00:00Z,0,15,89,1005.1,18,220
MACE HEAD,2017,8,17,0,2017-08-17T00:00:00Z,0,15,90,1004.7,18,220
MACE HEAD,2017,8,17,1,2017-08-17T01:00:00Z,0,15,89,1004.5,18,210
MACE HEAD,2017,8,17,2,2017-08-17T02:00:00Z,0,15.1,89,1004.2,20,210
MACE HEAD,2017,8,17,3,2017-08-17T03:00:00Z,0,15.2,91,1003.8,19,210
MACE HEAD,2017,8,17,4,2017-08-17T04:00:00Z,0,15.2,91,1003.3,19,200
MACE HEAD,2017,8,17,5,2017-08-17T05:00:00Z,0,15.2,92,1003.1,19,200
MACE HEAD,2017,8,17,6,2017-08-17T06:00:00Z,0,15.4,92,1002.9,20,200
MACE HEAD,2017,8,17,7,2017-08-17T07:00:00Z,0.1,15.3,92,1003.2,19,210
MACE HEAD,2017,8,17,8,2017-08-17T08:00:00Z,0,15.5,86,1003.7,20,230
MACE HEAD,2017,8,17,9,2017-08-17T09:00:00Z,0,16.4,82,1003.9,18,230
MACE HEAD,2017,8,17,10,2017-08-17T10:00:00Z,0,16.5,82,1004,18,220
MACE HEAD,2017,8,17,11,2017-08-17T11:00:00Z,0,16.9,81,1003.9,18,210
MACE HEAD,2017,8,17,12,2017-08-17T12:00:00Z,0,16.4,85,1003.5,17,200
MACE HEAD,2017,8,17,13,2017-08-17T13:00:00Z,0.2,16.3,87,1003.6,20,210
MACE HEAD,2017,8,17,14,2017-08-17T14:00:00Z,0,17,80,1003.4,19,210
MACE HEAD,2017,8,17,15,2017-08-17T15:00:00Z,0,16.2,82,1002.9,20,220
MACE HEAD,2017,8,17,16,2017-08-17T16:00:00Z,0,15.8,84,1002.9,20,230
MACE HEAD,2017,8,17,17,2017-08-17T17:00:00Z,0,15.9,85,1002.4,20,230
MACE HEAD,2017,8,17,18,2017-08-17T18:00:00Z,0.7,13.5,92,1002.7,24,240
MACE HEAD,2017,8,17,19,2017-08-17T19:00:00Z,0,13.6,88,1003.9,25,290
MACE HEAD,2017,8,17,20,2017-08-17T20:00:00Z,0,13.6,80,1004.6,20,280
MACE HEAD,2017,8,17,21,2017-08-17T21:00:00Z,0,14.1,78,1004.8,20,270
MACE HEAD,2017,8,17,22,2017-08-17T22:00:00Z,0,13.5,77,1005.1,23,270
MACE HEAD,2017,8,17,23,2017-08-17T23:00:00Z,0,13.9,74,1005.4,23,270
MACE HEAD,2017,8,18,0,2017-08-18T00:00:00Z,0,13.6,74,1005.6,23,270
MACE HEAD,2017,8,18,1,2017-08-18T01:00:00Z,0,13.6,76,1005.7,21,270
MACE HEAD,2017,8,18,2,2017-08-18T02:00:00Z,0.2,13.1,80,1005.6,22,270
MACE HEAD,2017,8,18,3,2017-08-18T03:00:00Z,0,13.3,74,1005.6,22,270
MACE HEAD,2017,8,18,4,2017-08-18T04:00:00Z,0,13.2,75,1005.4,23,270
MACE HEAD,2017,8,18,5,2017-08-18T05:00:00Z,0,13.5,74,1005.4,21,260
MACE HEAD,2017,8,18,6,2017-08-18T06:00:00Z,0,13.4,77,1005.5,22,250
MACE HEAD,2017,8,18,7,2017-08-18T07:00:00Z,0.1,13.7,79,1005.8,21,260
MACE HEAD,2017,8,18,8,2017-08-18T08:00:00Z,0.2,13.6,79,1006.2,21,270
MACE HEAD,2017,8,18,9,2017-08-18T09:00:00Z,0.1,13.3,80,1005.8,23,260
MACE HEAD,2017,8,18,10,2017-08-18T10:00:00Z,0.7,13,86,1005.6,23,260
MACE HEAD,2017,8,18,11,2017-08-18T11:00:00Z,2.5,13.1,91,1004.1,26,240
MACE HEAD,2017,8,18,12,2017-08-18T12:00:00Z,0.7,14.4,90,1004.4,33,280
MACE HEAD,2017,8,18,13,2017-08-18T13:00:00Z,0,15.3,83,1005.8,34,290
MACE HEAD,2017,8,18,14,2017-08-18T14:00:00Z,0.2,14.5,88,1007.3,32,290
MACE HEAD,2017,8,18,15,2017-08-18T15:00:00Z,0,14.9,85,1008.5,30,300
MACE HEAD,2017,8,18,16,2017-08-18T16:00:00Z,0,14,86,1009.8,27,300
MACE HEAD,2017,8,18,17,2017-08-18T17:00:00Z,0.3,14.6,82,1010.8,26,300
MACE HEAD,2017,8,18,18,2017-08-18T18:00:00Z,0,14.5,78,1011.9,26,300
MACE HEAD,2017,8,18,19,2017-08-18T19:00:00Z,0,14.4,78,1013,23,300
MACE HEAD,2017,8,18,20,2017-08-18T20:00:00Z,0,14.1,82,1013.6,22,290
MACE HEAD,2017,8,18,21,2017-08-18T21:00:00Z,0.3,13.8,80,1014.1,22,290
MACE HEAD,2017,8,18,22,2017-08-18T22:00:00Z,0,13.5,84,1014.5,22,290
MACE HEAD,2017,8,18,23,2017-08-18T23:00:00Z,0,13.8,81,1014.4,22,280
MACE HEAD,2017,8,19,0,2017-08-19T00:00:00Z,0,13.1,78,1014.9,24,280
MACE HEAD,2017,8,19,1,2017-08-19T01:00:00Z,0.1,13.9,82,1014.7,23,270
MACE HEAD,2017,8,19,2,2017-08-19T02:00:00Z,0,13.8,80,1015,26,270
MACE HEAD,2017,8,19,3,2017-08-19T03:00:00Z,0,13.5,79,1015,26,280
MACE HEAD,2017,8,19,4,2017-08-19T04:00:00Z,0,14.1,73,1015.1,26,280
MACE HEAD,2017,8,19,5,2017-08-19T05:00:00Z,0,13,85,1015.1,25,270
MACE HEAD,2017,8,19,6,2017-08-19T06:00:00Z,0,13.5,80,1015.5,24,270
MACE HEAD,2017,8,19,7,2017-08-19T07:00:00Z,0.3,12.3,88,1016.1,21,290
MACE HEAD,2017,8,19,8,2017-08-19T08:00:00Z,0,13,84,1016.8,21,290
MACE HEAD,2017,8,19,9,2017-08-19T09:00:00Z,0,14.3,78,1017,23,280
MACE HEAD,2017,8,19,10,2017-08-19T10:00:00Z,0,14.6,75,1017.4,20,290
MACE HEAD,2017,8,19,11,2017-08-19T11:00:00Z,0,14.1,72,1017.8,22,280
MACE HEAD,2017,8,19,12,2017-08-19T12:00:00Z,0,14.8,69,1018.2,21,290
MACE HEAD,2017,8,19,13,2017-08-19T13:00:00Z,0,15.9,68,1019,17,280
MACE HEAD,2017,8,19,14,2017-08-19T14:00:00Z,0,15.4,68,1018.9,18,270
MACE HEAD,2017,8,19,15,2017-08-19T15:00:00Z,0,15.2,66,1019.3,18,270
MACE HEAD,2017,8,19,16,2017-08-19T16:00:00Z,0,15,69,1019.5,18,270
MACE HEAD,2017,8,19,17,2017-08-19T17:00:00Z,0,14.9,71,1019.8,15,270
MACE HEAD,2017,8,19,18,2017-08-19T18:00:00Z,0,14.6,70,1019.7,14,270
MACE HEAD,2017,8,19,19,2017-08-19T19:00:00Z,0,14.3,71,1019.8,12,270
MACE HEAD,2017,8,19,20,2017-08-19T20:00:00Z,0,13.9,73,1020,9,260
MACE HEAD,2017,8,19,21,2017-08-19T21:00:00Z,0,13.7,72,1020,8,240
MACE HEAD,2017,8,19,22,2017-08-19T22:00:00Z,0,13.5,72,1020.3,7,240
MACE HEAD,2017,8,19,23,2017-08-19T23:00:00Z,0,13,77,1020.1,6,230
MACE HEAD,2017,8,20,0,2017-08-20T00:00:00Z,0,11.3,80,1019.8,4,210
MACE HEAD,2017,8,20,1,2017-08-20T01:00:00Z,0,11,86,1019.5,4,120
MACE HEAD,2017,8,20,2,2017-08-20T02:00:00Z,0,11.5,89,1019.2,5,100
MACE HEAD,2017,8,20,3,2017-08-20T03:00:00Z,0,12,90,1019,7,100
MACE HEAD,2017,8,20,4,2017-08-20T04:00:00Z,0,11.9,90,1018.4,8,100
MACE HEAD,2017,8,20,5,2017-08-20T05:00:00Z,0,12.1,91,1017.5,9,100
MACE HEAD,2017,8,20,6,2017-08-20T06:00:00Z,0,12.6,89,1017.8,10,100
MACE HEAD,2017,8,20,7,2017-08-20T07:00:00Z,0,12.9,88,1017.5,12,100
MACE HEAD,2017,8,20,8,2017-08-20T08:00:00Z,0,13.2,89,1017,13,90
MACE HEAD,2017,8,20,9,2017-08-20T09:00:00Z,0.8,13.1,92,1017.2,13,110
MACE HEAD,2017,8,20,10,2017-08-20T10:00:00Z,2.6,13.2,95,1017,14,100
MACE HEAD,2017,8,20,11,2017-08-20T11:00:00Z,9.6,13.4,95,1015.5,13,80
MACE HEAD,2017,8,20,12,2017-08-20T12:00:00Z,1,14,95,1016.4,13,100
MACE HEAD,2017,8,20,13,2017-08-20T13:00:00Z,1.6,14.5,96,1016.4,12,100
MACE HEAD,2017,8,20,14,2017-08-20T14:00:00Z,0,15.2,95,1016,13,90
MACE HEAD,2017,8,20,15,2017-08-20T15:00:00Z,0,16,95,1015.8,13,100
MACE HEAD,2017,8,20,16,2017-08-20T16:00:00Z,0,16.5,95,1016,12,100
MACE HEAD,2017,8,20,17,2017-08-20T17:00:00Z,0,16.2,96,1015.7,11,110
MACE HEAD,2017,8,20,18,2017-08-20T18:00:00Z,0,15.9,97,1016.1,9,140
MACE HEAD,2017,8,20,19,2017-08-20T19:00:00Z,0,15.8,98,1016.6,6,160
MACE HEAD,2017,8,20,20,2017-08-20T20:00:00Z,0,15.6,97,1016.5,6,160
MACE HEAD,2017,8,20,21,2017-08-20T21:00:00Z,0,15.6,97,1016.9,6,150
MACE HEAD,2017,8,20,22,2017-08-20T22:00:00Z,0.4,15.6,98,1016.7,7,170
MACE HEAD,2017,8,20,23,2017-08-20T23:00:00Z,0,15.6,98,1016.8,7,190
MACE HEAD,2017,8,21,0,2017-08-21T00:00:00Z,0,15.5,98,1017.1,5,170
MACE HEAD,2017,8,21,1,2017-08-21T01:00:00Z,1.1,15.5,97,1016.7,5,190
MACE HEAD,2017,8,21,2,2017-08-21T02:00:00Z,0.3,15.6,98,1016.5,8,130
MACE HEAD,2017,8,21,3,2017-08-21T03:00:00Z,0.3,15.7,98,1016.4,10,150
MACE HEAD,2017,8,21,4,2017-08-21T04:00:00Z,1.8,15.7,98,1016.1,9,160
MACE HEAD,2017,8,21,5,2017-08-21T05:00:00Z,4.1,15.6,98,1015.3,11,180
MACE HEAD,2017,8,21,6,2017-08-21T06:00:00Z,1.8,15.9,98,1015.4,15,180
MACE HEAD,2017,8,21,7,2017-08-21T07:00:00Z,0.5,15.9,97,1015.6,16,190
MACE HEAD,2017,8,21,8,2017-08-21T08:00:00Z,0.8,16,98,1015.2,15,190
MACE HEAD,2017,8,21,9,2017-08-21T09:00:00Z,5.8,16.1,98,1015.6,17,180
MACE HEAD,2017,8,21,10,2017-08-21T10:00:00Z,2.3,16.4,98,1015.9,14,170
MACE HEAD,2017,8,21,11,2017-08-21T11:00:00Z,0.4,16.1,97,1015.9,14,180
MACE HEAD,2017,8,21,12,2017-08-21T12:00:00Z,0.6,16,98,1016.2,15,180
MACE HEAD,2017,8,21,13,2017-08-21T13:00:00Z,0,16.2,98,1015.9,13,180
MACE HEAD,2017,8,21,14,2017-08-21T14:00:00Z,0.7,16.3,98,1015.6,15,180
MACE HEAD,2017,8,21,15,2017-08-21T15:00:00Z,9.4,16,98,1015.5,14,190
MACE HEAD,2017,8,21,16,2017-08-21T16:00:00Z,3,16.1,98,1015.3,16,180
MACE HEAD,2017,8,21,17,2017-08-21T17:00:00Z,0.4,16.1,98,1015,15,180
MACE HEAD,2017,8,21,18,2017-08-21T18:00:00Z,1.6,16,98,1015,14,180
MACE HEAD,2017,8,21,19,2017-08-21T19:00:00Z,0.2,15.9,98,1015,14,190
MACE HEAD,2017,8,21,20,2017-08-21T20:00:00Z,0.2,15.8,98,1015.2,10,170
MACE HEAD,2017,8,21,21,2017-08-21T21:00:00Z,0,15.9,97,1015.2,8,180
MACE HEAD,2017,8,21,22,2017-08-21T22:00:00Z,0,16.1,97,1014.9,8,140
MACE HEAD,2017,8,21,23,2017-08-21T23:00:00Z,0,15.6,97,1014.9,9,200
MACE HEAD,2017,8,22,0,2017-08-22T00:00:00Z,0,15.3,96,1014.1,7,180
MACE HEAD,2017,8,22,1,2017-08-22T01:00:00Z,0,16.2,96,1014,8,130
MACE HEAD,2017,8,22,2,2017-08-22T02:00:00Z,0,16.1,95,1013.6,11,130
MACE HEAD,2017,8,22,3,2017-08-22T03:00:00Z,0,16,94,1013.2,13,130
MACE HEAD,2017,8,22,4,2017-08-22T04:00:00Z,0,16,94,1012.7,15,140
MACE HEAD,2017,8,22,5,2017-08-22T05:00:00Z,0,15.8,95,1012.9,13,150
MACE HEAD,2017,8,22,6,2017-08-22T06:00:00Z,0,15.8,94,1012.9,12,150
MACE HEAD,2017,8,22,7,2017-08-22T07:00:00Z,0,15.8,94,1012.8,12,150
MACE HEAD,2017,8,22,8,2017-08-22T08:00:00Z,0,16.1,93,1012.3,13,120
MACE HEAD,2017,8,22,9,2017-08-22T09:00:00Z,0,16.6,92,1012.3,13,130
MACE HEAD,2017,8,22,10,2017-08-22T10:00:00Z,0,16.6,90,1011.9,12,140
MACE HEAD,2017,8,22,11,2017-08-22T11:00:00Z,0,16.6,90,1011.6,11,150
MACE HEAD,2017,8,22,12,2017-08-22T12:00:00Z,0,17.6,85,1011.6,10,160
MACE HEAD,2017,8,22,13,2017-08-22T13:00:00Z,0,18.1,83,1011.2,9,160
MACE HEAD,2017,8,22,14,2017-08-22T14:00:00Z,0,17.8,86,1011,7,170
MACE HEAD,2017,8,22,15,2017-08-22T15:00:00Z,0,16.8,87,1010.5,7,250
MACE HEAD,2017,8,22,16,2017-08-22T16:00:00Z,0,16.9,84,1010,5,230
MACE HEAD,2017,8,22,17,2017-08-22T17:00:00Z,0,15.7,84,1009.6,10,260
MACE HEAD,2017,8,22,18,2017-08-22T18:00:00Z,0,16.1,82,1009.3,4,280
MACE HEAD,2017,8,22,19,2017-08-22T19:00:00Z,0,15,86,1009.5,10,250
MACE HEAD,2017,8,22,20,2017-08-22T20:00:00Z,0,14.8,88,1009.5,8,240
MACE HEAD,2017,8,22,21,2017-08-22T21:00:00Z,0,15,87,1009.8,7,210
MACE HEAD,2017,8,22,22,2017-08-22T22:00:00Z,0,15.1,90,1009.5,8,210
MACE HEAD,2017,8,22,23,2017-08-22T23:00:00Z,0,15.1,92,1009.1,10,210
MACE HEAD,2017,8,23,0,2017-08-23T00:00:00Z,0,15,92,1008.8,12,210
MACE HEAD,2017,8,23,1,2017-08-23T01:00:00Z,0,15,90,1008.5,14,200
MACE HEAD,2017,8,23,2,2017-08-23T02:00:00Z,0,14.9,91,1008.2,16,200
MACE HEAD,2017,8,23,3,2017-08-23T03:00:00Z,0.5,14.1,92,1008,16,200
MACE HEAD,2017,8,23,4,2017-08-23T04:00:00Z,0.1,14.3,90,1007.9,17,220
MACE HEAD,2017,8,23,5,2017-08-23T05:00:00Z,0,14.5,87,1008,17,230
MACE HEAD,2017,8,23,6,2017-08-23T06:00:00Z,0.2,14.4,90,1008.3,17,230
MACE HEAD,2017,8,23,7,2017-08-23T07:00:00Z,0,14.4,89,1008.6,16,230
MACE HEAD,2017,8,23,8,2017-08-23T08:00:00Z,0,15,87,1008.9,16,230
MACE HEAD,2017,8,23,9,2017-08-23T09:00:00Z,0,15.3,86,1009.3,16,240
MACE HEAD,2017,8,23,10,2017-08-23T10:00:00Z,0,15.8,84,1009.7,16,240
MACE HEAD,2017,8,23,11,2017-08-23T11:00:00Z,0,16.4,82,1009.9,16,240
MACE HEAD,2017,8,23,12,2017-08-23T12:00:00Z,0,16.4,81,1010.3,17,240
MACE HEAD,2017,8,23,13,2017-08-23T13:00:00Z,0,16.2,82,1010.6,17,240
MACE HEAD,2017,8,23,14,2017-08-23T14:00:00Z,0,16.9,81,1011,16,240
MACE HEAD,2017,8,23,15,2017-08-23T15:00:00Z,0,16.6,79,1010.9,15,240
MACE HEAD,2017,8,23,16,2017-08-23T16:00:00Z,0,16.2,82,1011,16,230
MACE HEAD,2017,8,23,17,2017-08-23T17:00:00Z,0,16,82,1010.8,17,240
MACE HEAD,2017,8,23,18,2017-08-23T18:00:00Z,0,15.1,85,1011.1,17,240
MACE HEAD,2017,8,23,19,2017-08-23T19:00:00Z,0,15,86,1011.1,17,240
MACE HEAD,2017,8,23,20,2017-08-23T20:00:00Z,0,14.6,81,1011.3,17,240
MACE HEAD,2017,8,23,21,2017-08-23T21:00:00Z,0,14.6,82,1011.2,16,240
MACE HEAD,2017,8,23,22,2017-08-23T22:00:00Z,0,14.3,85,1011.2,17,240
MACE HEAD,2017,8,23,23,2017-08-23T23:00:00Z,0,14.4,86,1011.6,16,230
MACE HEAD,2017,8,24,0,2017-08-24T00:00:00Z,0,14.5,85,1011.4,16,250
MACE HEAD,2017,8,24,1,2017-08-24T01:00:00Z,0,14.7,85,1011.2,17,250
MACE HEAD,2017,8,24,2,2017-08-24T02:00:00Z,0,14.5,85,1011.2,18,250
MACE HEAD,2017,8,24,3,2017-08-24T03:00:00Z,0.1,14.5,86,1011.3,18,250
MACE HEAD,2017,8,24,4,2017-08-24T04:00:00Z,0,14.5,84,1011.2,17,240
MACE HEAD,2017,8,24,5,2017-08-24T05:00:00Z,0.1,13.8,89,1010.9,18,240
MACE HEAD,2017,8,24,6,2017-08-24T06:00:00Z,0,14.5,88,1011.1,17,220
MACE HEAD,2017,8,24,7,2017-08-24T07:00:00Z,0.1,14.2,87,1011,20,230
MACE HEAD,2017,8,24,8,2017-08-24T08:00:00Z,0,14.9,87,1011.4,21,230
MACE HEAD,2017,8,24,9,2017-08-24T09:00:00Z,0,15.3,85,1011.2,22,220
MACE HEAD,2017,8,24,10,2017-08-24T10:00:00Z,1.2,14.3,94,1011.5,24,220
MACE HEAD,2017,8,24,11,2017-08-24T11:00:00Z,0.3,14.5,94,1011.3,23,220
MACE HEAD,2017,8,24,12,2017-08-24T12:00:00Z,0,15.1,95,1011.5,24,220
MACE HEAD,2017,8,24,13,2017-08-24T13:00:00Z,0.1,15.2,94,1011.6,22,220
MACE HEAD,2017,8,24,14,2017-08-24T14:00:00Z,0.1,15.1,95,1011.6,22,230
MACE HEAD,2017,8,24,15,2017-08-24T15:00:00Z,0.1,14.9,95,1011.7,23,230
MACE HEAD,2017,8,24,16,2017-08-24T16:00:00Z,0.4,15,96,1011.6,22,230
MACE HEAD,2017,8,24,17,2017-08-24T17:00:00Z,0,15.3,93,1011.8,21,230
MACE HEAD,2017,8,24,18,2017-08-24T18:00:00Z,0.2,15.2,94,1012,20,230
MACE HEAD,2017,8,24,19,2017-08-24T19:00:00Z,0.3,15.1,94,1012.1,20,220
MACE HEAD,2017,8,24,20,2017-08-24T20:00:00Z,0.6,15,94,1012.4,19,230
MACE HEAD,2017,8,24,21,2017-08-24T21:00:00Z,0.2,15,95,1012.8,18,230
MACE HEAD,2017,8,24,22,2017-08-24T22:00:00Z,0.5,15,94,1013,18,230
MACE HEAD,2017,8,24,23,2017-08-24T23:00:00Z,0,15.1,94,1013,17,230
MACE HEAD,2017,8,25,0,2017-08-25T00:00:00Z,0,15.1,93,1012.8,17,220
MACE HEAD,2017,8,25,1,2017-08-25T01:00:00Z,0.1,15,94,1012.6,17,220
MACE HEAD,2017,8,25,2,2017-08-25T02:00:00Z,0.1,14.9,94,1012.5,16,230
MACE HEAD,2017,8,25,3,2017-08-25T03:00:00Z,0.3,14.9,93,1012.5,17,230
MACE HEAD,2017,8,25,4,2017-08-25T04:00:00Z,0,14.9,93,1012.3,15,230
MACE HEAD,2017,8,25,5,2017-08-25T05:00:00Z,0,14.8,92,1012.3,14,230
MACE HEAD,2017,8,25,6,2017-08-25T06:00:00Z,0,14.8,92,1012.6,13,240
MACE HEAD,2017,8,25,7,2017-08-25T07:00:00Z,0,15.2,92,1012.8,13,230
MACE HEAD,2017,8,25,8,2017-08-25T08:00:00Z,0,15.1,90,1013,13,240
MACE HEAD,2017,8,25,9,2017-08-25T09:00:00Z,0,15.2,90,1013.4,13,230
MACE HEAD,2017,8,25,10,2017-08-25T10:00:00Z,0,15.4,91,1013.7,12,230
MACE HEAD,2017,8,25,11,2017-08-25T11:00:00Z,0,15.7,89,1013.8,12,230
MACE HEAD,2017,8,25,12,2017-08-25T12:00:00Z,0,16.6,86,1014,12,220
MACE HEAD,2017,8,25,13,2017-08-25T13:00:00Z,0,16.5,85,1014.1,12,230
MACE HEAD,2017,8,25,14,2017-08-25T14:00:00Z,0.3,15.2,92,1014.4,12,270
MACE HEAD,2017,8,25,15,2017-08-25T15:00:00Z,0,15.6,87,1014.5,11,280
MACE HEAD,2017,8,25,16,2017-08-25T16:00:00Z,0,16.6,85,1014.7,8,250
MACE HEAD,2017,8,25,17,2017-08-25T17:00:00Z,0,16.1,83,1014.8,8,260
MACE HEAD,2017,8,25,18,2017-08-25T18:00:00Z,0,16.1,82,1015,8,260
MACE HEAD,2017,8,25,19,2017-08-25T19:00:00Z,0,14.9,85,1015.3,7,260
MACE HEAD,2017,8,25,20,2017-08-25T20:00:00Z,0,14.1,86,1015.5,8,300
MACE HEAD,2017,8,25,21,2017-08-25T21:00:00Z,0,13.6,88,1016,7,310
MACE HEAD,2017,8,25,22,2017-08-25T22:00:00Z,0,13.9,89,1016.3,6,290
MACE HEAD,2017,8,25,23,2017-08-25T23:00:00Z,0,13.4,91,1016.3,5,320
MACE HEAD,2017,8,26,0,2017-08-26T00:00:00Z,0,12.9,92,1016.1,4,10
MACE HEAD,2017,8,26,1,2017-08-26T01:00:00Z,0,11.9,93,1016.1,2,350
MACE HEAD,2017,8,26,2,2017-08-26T02:00:00Z,0,11.7,95,1016.2,2,70
MACE HEAD,2017,8,26,3,2017-08-26T03:00:00Z,0,11.8,96,1016.2,1,90
MACE HEAD,2017,8,26,4,2017-08-26T04:00:00Z,0,11.6,96,1016.4,1,180
MACE HEAD,2017,8,26,5,2017-08-26T05:00:00Z,0,11,96,1016.5,2,110
